OnsetTime	OffsetTime	MidiPitch
130.545	131.867	51
131.328	132.383	52
131.329	131.564	57
131.329	131.867	37
131.332	131.567	45
131.447	131.679	56
131.448	131.682	44
131.564	131.867	57
131.567	131.867	45
131.679	131.867	56
131.682	131.867	44
131.795	131.892	55
131.797	131.892	43
131.896	132.847	56
131.896	132.847	44
131.994	132.754	58
131.994	132.754	46
132.091	132.659	59
132.092	132.662	47
132.189	132.568	61
132.189	132.569	49
132.282	132.474	63
132.284	132.474	51
132.382	132.976	64
132.383	132.976	52
132.474	132.976	63
132.474	132.976	51
132.568	132.976	61
132.569	132.976	49
132.659	132.976	59
132.662	132.976	47
132.754	132.976	58
132.754	132.976	46
132.847	132.976	56
132.847	132.976	44
132.939	133.638	55
132.94	133.638	43
133.027	133.421	56
133.028	133.422	44
133.125	133.324	58
133.127	133.324	46
133.223	133.638	59
133.226	133.604	47
133.324	133.638	58
133.324	133.638	46
133.421	133.607	56
133.422	133.611	44
133.604	134.149	47
133.607	134.149	51
133.607	134.149	56
133.607	134.149	39
133.611	134.149	32
133.611	134.149	44
135.007	135.137	64
135.137	135.217	80
135.14	135.221	83
135.14	135.221	92
135.141	135.221	76
135.144	135.223	71
135.675	135.752	59
135.753	135.83	80
135.756	135.83	83
135.756	135.831	92
135.757	135.831	76
135.757	135.833	71
136.288	136.368	64
136.369	137.419	80
136.372	137.419	83
136.372	137.219	92
136.373	136.942	76
136.373	136.942	71
136.928	137.373	59
137.223	137.32	90
137.321	137.42	88
137.374	137.422	63
137.422	137.954	81
137.423	137.955	83
137.426	137.492	87
137.426	137.955	78
137.427	137.957	71
137.709	137.765	88
137.958	138.504	81
137.958	138.497	83
137.959	138.504	90
137.961	138.504	59
138.423	138.504	64
138.497	139.518	80
138.497	139.519	83
138.5	139.312	92
138.5	139.102	76
138.5	139.102	71
139.036	139.466	59
139.313	139.417	90
139.417	139.522	88
139.466	139.523	63
139.523	140.082	81
139.526	140.082	83
139.526	139.588	87
139.527	140.61	78
139.529	140.61	71
139.809	139.872	88
140.082	140.61	81
140.082	140.607	83
140.083	140.61	90
140.086	140.61	59
140.537	140.61	64
140.604	141.622	80
140.607	141.622	83
140.608	141.412	92
140.608	141.156	76
140.61	141.156	71
141.142	141.569	59
141.412	141.517	90
141.518	141.623	88
141.57	141.626	63
141.626	142.161	81
141.627	142.162	83
141.629	141.689	87
141.629	142.162	78
141.63	142.164	71
141.898	141.965	88
142.165	142.693	81
142.165	142.691	83
142.168	142.693	90
142.169	142.693	59
142.62	142.693	68
142.69	143.225	80
142.691	143.757	83
142.691	143.515	92
142.693	143.515	76
142.693	143.186	71
143.163	143.691	64
143.186	143.694	71
143.225	143.758	80
143.502	143.631	90
143.631	143.76	88
143.698	144.223	63
143.729	144.223	71
143.761	144.223	83
143.761	144.223	87
143.764	144.223	78
143.863	144.223	88
143.974	144.216	90
144.09	144.223	92
144.15	144.666	61
144.18	144.667	68
144.213	144.737	80
144.216	144.275	90
144.216	144.671	76
144.467	144.534	88
144.671	145.245	60
144.702	145.245	68
144.74	145.246	80
144.741	144.796	87
144.741	145.248	75
144.982	145.045	88
145.248	145.77	90
145.249	145.77	56
145.633	145.77	88
145.703	146.218	61
145.731	146.218	68
145.767	146.198	80
145.77	146.218	87
145.77	146.218	76
145.878	146.218	88
145.98	146.198	90
146.085	146.218	92
146.198	146.707	80
146.198	146.26	90
146.2	146.708	56
146.448	146.519	88
146.641	147.232	60
146.669	147.236	68
146.708	147.236	80
146.709	146.77	87
146.711	147.24	75
146.963	147.022	88
147.24	147.786	90
147.241	147.786	56
147.636	147.786	88
147.698	148.241	61
147.733	148.241	68
147.769	148.195	80
147.772	148.241	87
147.773	148.241	76
147.88	148.241	88
147.982	148.195	90
148.09	148.241	92
148.195	148.731	80
148.195	148.261	90
148.196	148.734	56
148.461	148.531	88
148.667	149.255	60
148.695	149.256	68
148.735	149.256	80
148.738	148.797	87
148.738	149.259	75
148.993	149.06	85
149.26	149.799	84
149.26	149.799	56
149.732	150.277	61
149.76	150.277	68
149.796	150.277	80
149.798	150.277	87
149.798	150.226	76
149.906	150.277	88
150.009	150.222	90
150.117	150.277	92
150.219	150.754	85
150.222	150.754	81
150.222	150.288	90
150.226	150.755	76
150.226	150.757	69
150.226	150.757	73
150.488	150.557	88
150.757	151.303	81
150.758	151.306	85
150.761	150.824	87
150.761	151.307	66
150.761	151.307	73
150.762	151.307	75
151.03	151.1	88
151.31	151.863	81
151.311	151.863	85
151.311	151.863	90
151.313	151.863	78
151.314	151.863	63
151.314	151.863	69
151.314	151.86	73
151.857	152.206	88
151.859	152.364	80
151.86	152.364	68
151.86	152.371	73
151.86	152.371	76
151.968	152.361	87
152.084	152.371	85
152.206	152.371	88
152.361	152.714	87
152.364	152.857	80
152.364	152.791	68
152.365	152.861	75
152.367	152.861	78
152.476	152.858	85
152.592	152.861	84
152.714	152.861	87
152.753	153.887	61
152.791	153.887	68
152.818	153.887	73
152.857	153.887	80
152.858	152.994	85
152.858	153.887	76
152.924	153.06	87
152.994	153.117	85
153.06	153.187	87
153.117	153.243	85
153.187	153.306	87
153.243	153.376	85
153.306	153.435	87
153.376	153.495	85
153.435	153.558	87
153.495	153.621	85
153.558	153.704	87
153.621	153.789	85
153.704	153.887	87
153.789	153.887	85
153.9	154.422	84
153.97	154.422	85
154.033	154.422	86
154.097	154.422	87
154.167	154.422	88
154.23	154.422	89
154.299	154.422	90
154.362	154.433	91
154.422	155.013	92
154.422	155.013	64
154.705	154.789	80
154.705	154.79	83
154.709	154.79	71
154.709	154.793	76
155.017	155.58	92
155.017	155.584	59
155.286	155.363	80
155.286	155.363	83
155.287	155.364	71
155.29	155.367	76
155.585	156.399	92
155.587	156.154	64
155.86	156.154	80
155.861	156.154	83
155.864	156.154	71
155.864	156.154	76
156.141	156.609	59
156.403	156.455	80
156.403	156.456	83
156.404	156.504	90
156.406	156.456	76
156.407	156.457	71
156.505	156.609	88
156.613	156.679	87
156.613	157.155	63
156.893	156.959	81
156.896	156.959	83
156.896	156.96	88
156.897	156.963	78
156.9	156.963	71
157.155	157.729	90
157.159	157.729	59
157.421	157.729	81
157.422	157.729	83
157.425	157.729	75
157.425	157.729	71
157.691	158.506	92
157.692	158.268	64
157.967	158.268	80
157.968	158.268	83
157.971	158.268	71
157.971	158.268	76
158.247	158.723	59
158.51	158.566	80
158.511	158.566	83
158.513	158.619	90
158.513	158.567	76
158.514	158.569	71
158.619	158.724	88
158.726	158.786	87
158.727	159.252	63
158.996	159.059	81
158.997	159.06	83
158.997	159.062	88
158.999	159.063	78
159	159.063	71
159.252	159.833	90
159.253	159.833	59
159.518	159.833	81
159.518	159.833	83
159.519	159.833	75
159.521	159.833	71
159.794	160.616	92
159.794	160.348	64
160.071	160.364	80
160.072	160.364	83
160.072	160.364	71
160.072	160.364	76
160.348	160.837	64
160.617	160.669	83
160.617	160.725	90
160.618	160.67	80
160.621	160.67	71
160.725	160.837	88
160.837	161.33	87
160.838	161.8	63
160.953	161.33	88
161.065	161.33	80
161.066	161.296	90
161.068	161.33	78
161.068	161.33	71
161.177	161.33	92
161.296	161.362	90
161.296	162.31	61
161.561	161.624	80
161.562	161.628	88
161.562	161.629	68
161.566	161.629	76
161.566	161.629	73
161.8	161.863	87
161.801	162.849	60
162.048	162.111	80
162.052	162.111	88
162.053	162.115	75
162.053	162.115	68
162.311	162.849	90
162.311	163.283	56
162.576	162.849	80
162.58	162.849	63
162.581	162.849	72
162.706	162.849	88
162.835	163.326	87
162.836	163.795	61
162.945	163.326	88
163.056	163.326	80
163.056	163.281	90
163.057	163.326	76
163.057	163.326	68
163.171	163.326	92
163.281	163.343	90
163.283	164.32	56
163.535	163.605	80
163.536	163.606	88
163.536	163.606	73
163.54	163.609	68
163.54	163.61	64
163.795	163.861	87
163.799	164.32	60
164.057	164.121	80
164.057	164.124	85
164.061	164.124	66
164.061	164.125	75
164.062	164.125	68
164.321	164.863	84
164.323	164.863	56
164.585	164.863	80
164.589	164.863	66
164.59	164.863	63
164.59	164.863	72
164.862	165.363	87
164.863	165.363	61
164.978	165.363	88
165.085	165.363	80
165.086	165.308	90
165.089	165.363	76
165.09	165.363	68
165.195	165.363	92
165.308	165.377	90
165.31	165.572	64
165.573	165.636	80
165.576	165.639	88
165.577	165.814	64
165.577	165.64	73
165.817	165.884	87
165.818	166.367	66
166.095	166.164	81
166.098	166.168	85
166.098	166.168	88
166.099	166.168	73
166.101	166.169	75
166.102	166.172	69
166.367	166.918	90
166.371	166.918	63
166.64	166.918	81
166.644	166.918	85
166.644	166.918	69
166.645	166.918	78
166.647	166.918	73
166.914	167.267	88
166.917	167.435	67
167.029	167.42	87
167.148	167.435	79
167.148	167.435	82
167.149	167.435	85
167.151	167.435	76
167.152	167.435	73
167.152	167.435	70
167.267	167.435	88
167.42	167.778	87
167.421	167.96	68
167.544	167.919	85
167.655	167.96	80
167.659	167.96	84
167.66	167.96	75
167.662	167.96	72
167.662	167.96	78
167.778	167.96	87
167.919	168.044	85
167.921	171.481	61
168.048	168.289	80
168.17	168.649	92
168.171	171.481	68
168.171	171.481	73
168.173	171.481	76
168.289	168.535	80
168.414	168.884	85
168.535	168.765	80
168.649	169.098	92
168.765	168.986	80
168.884	169.308	85
168.986	169.203	80
169.098	169.514	92
169.203	169.409	80
169.308	169.724	85
169.409	169.619	80
169.514	169.937	92
169.619	169.83	80
169.724	170.148	85
169.83	170.043	80
169.937	170.361	92
170.043	170.252	80
170.148	170.579	85
170.252	170.467	80
170.361	170.792	92
170.467	170.683	80
170.579	171.019	85
170.683	170.903	80
170.792	171.247	92
170.903	171.128	80
171.019	171.481	85
171.128	171.361	80
171.247	171.477	92
171.361	171.481	80
171.477	171.701	92
171.481	171.702	64
171.593	171.649	83
171.593	171.653	71
171.704	171.761	95
171.705	171.762	68
171.813	171.866	83
171.813	171.866	71
171.922	172.142	92
171.926	172.142	59
172.033	172.086	83
172.034	172.087	71
172.146	172.198	95
172.147	172.198	68
172.248	172.306	83
172.248	172.307	71
172.359	173.013	92
172.36	172.811	64
172.468	172.688	83
172.471	172.691	71
172.58	172.811	95
172.58	172.811	68
172.688	172.811	83
172.691	172.811	71
172.793	172.846	90
172.794	173.017	59
172.901	172.957	83
172.906	172.958	71
173.018	173.07	88
173.018	173.071	68
173.126	173.178	83
173.126	173.178	71
173.231	173.279	87
173.231	173.448	66
173.339	173.392	83
173.34	173.393	71
173.451	173.507	95
173.455	173.507	88
173.455	173.508	69
173.567	173.622	83
173.567	173.623	71
173.686	174.155	90
173.69	174.155	59
173.794	174.008	83
173.794	174.009	71
173.9	174.155	95
173.9	174.155	69
174.008	174.155	83
174.009	174.155	71
174.12	174.778	92
174.121	174.581	64
174.228	174.456	83
174.229	174.456	71
174.337	174.581	95
174.34	174.581	68
174.456	174.581	83
174.456	174.581	71
174.565	174.616	90
174.565	174.781	59
174.676	174.729	83
174.677	174.73	71
174.781	174.831	95
174.785	174.834	88
174.785	174.834	68
174.89	174.942	83
174.89	174.943	71
174.998	175.054	87
175.002	175.218	66
175.11	175.17	83
175.114	175.17	71
175.219	175.281	95
175.223	175.286	88
175.223	175.288	69
175.341	175.397	83
175.342	175.397	71
175.446	175.925	90
175.45	175.925	59
175.561	175.783	83
175.566	175.786	71
175.674	175.925	95
175.675	175.925	69
175.783	175.925	83
175.786	175.925	71
175.895	176.527	92
175.895	176.312	64
175.999	176.205	83
176	176.21	71
176.105	176.328	95
176.106	176.328	68
176.205	176.328	83
176.21	176.328	71
176.311	176.363	90
176.312	176.528	64
176.423	176.476	83
176.423	176.476	71
176.528	176.583	88
176.529	176.587	95
176.532	176.588	68
176.643	176.703	83
176.644	176.703	71
176.759	177.217	87
176.759	177.217	63
176.871	177.217	88
176.871	177.092	71
176.987	177.189	90
176.99	177.217	66
177.092	177.217	92
177.092	177.217	71
177.189	177.249	90
177.193	177.41	61
177.298	177.35	83
177.301	177.351	68
177.41	177.466	92
177.411	177.47	88
177.414	177.47	64
177.525	177.585	83
177.526	177.586	68
177.641	177.693	87
177.642	177.854	60
177.753	177.805	80
177.753	177.806	68
177.855	177.914	92
177.858	177.915	88
177.858	177.917	63
177.97	178.026	80
177.973	178.026	68
178.082	178.565	90
178.086	178.565	56
178.2	178.432	80
178.201	178.432	68
178.316	178.565	92
178.317	178.565	88
178.317	178.565	63
178.432	178.565	80
178.432	178.565	68
178.547	178.999	87
178.548	178.999	61
178.653	178.999	88
178.653	178.856	68
178.758	178.96	90
178.761	178.999	64
178.855	178.999	92
178.856	178.999	68
178.96	179.016	90
178.961	179.191	56
179.076	179.131	80
179.076	179.136	68
179.192	179.247	92
179.192	179.251	88
179.195	179.252	64
179.3	179.36	80
179.303	179.36	68
179.412	179.467	87
179.412	179.646	60
179.527	179.583	80
179.528	179.587	68
179.646	179.703	92
179.647	179.703	85
179.647	179.706	63
179.761	179.817	80
179.762	179.818	68
179.874	180.344	84
179.877	180.344	56
180	180.224	80
180	180.227	68
180.115	180.344	92
180.116	180.344	63
180.224	180.344	80
180.227	180.344	68
180.343	180.815	87
180.344	180.815	61
180.445	180.815	88
180.448	180.658	68
180.55	180.763	90
180.553	180.815	64
180.655	180.815	92
180.658	180.815	68
180.763	180.822	90
180.766	180.998	56
180.882	180.938	80
180.883	180.941	68
180.998	181.054	92
180.999	181.057	88
181.001	181.057	64
181.105	181.165	80
181.11	181.166	68
181.221	181.281	87
181.225	181.459	60
181.341	181.396	80
181.341	181.397	68
181.463	181.519	92
181.464	181.52	85
181.466	181.52	63
181.578	181.642	80
181.578	181.642	68
181.701	182.202	84
181.701	182.202	56
181.82	182.068	80
181.823	182.069	68
181.943	182.202	92
181.946	182.202	63
182.068	182.202	80
182.069	182.202	68
182.201	182.541	88
182.201	182.688	61
182.317	182.671	87
182.318	182.542	68
182.426	182.688	80
182.43	182.688	92
182.43	182.688	85
182.43	182.688	64
182.541	182.688	88
182.542	182.688	68
182.671	183.01	87
182.671	183.167	56
182.783	183.133	85
182.787	183.014	68
182.898	183.167	92
182.899	183.167	84
182.899	183.167	80
182.899	183.167	63
182.901	183.167	66
183.01	183.167	87
183.014	183.167	68
183.133	183.245	85
183.136	184.002	61
183.245	183.466	80
183.246	183.468	77
183.357	183.784	92
183.357	183.787	68
183.466	183.682	80
183.468	183.682	77
183.571	184.001	85
183.571	184.42	73
183.682	183.896	80
183.682	183.897	77
183.784	184.211	92
183.787	184.212	68
183.896	184.103	80
183.897	184.105	77
184.001	184.418	85
184.002	184.833	61
184.103	184.312	80
184.105	184.315	77
184.211	184.627	92
184.212	184.631	68
184.312	184.523	80
184.315	184.523	77
184.418	184.935	85
184.42	185.237	73
184.523	184.732	80
184.523	184.733	77
184.627	184.83	92
184.631	185.037	68
184.732	190.395	80
184.733	184.936	77
184.83	185.237	92
184.833	185.667	61
184.935	185.138	85
184.936	185.139	77
185.036	185.44	97
185.037	185.442	68
185.138	185.342	85
185.139	185.343	77
185.237	185.666	92
185.237	186.073	73
185.342	185.548	85
185.343	185.551	77
185.44	185.87	97
185.442	185.873	68
185.548	185.771	85
185.551	185.772	77
185.666	186.072	92
185.667	186.48	61
185.771	185.971	85
185.772	185.975	77
185.87	186.276	97
185.873	186.276	68
185.971	186.178	85
185.975	186.179	77
186.072	186.48	92
186.073	190.395	73
186.178	186.38	85
186.179	186.381	77
186.276	186.682	97
186.276	186.682	68
186.38	186.584	85
186.381	186.585	77
186.48	186.892	92
186.48	186.893	61
186.584	186.786	85
186.585	186.786	77
186.682	187.099	97
186.682	187.101	68
186.786	186.994	85
186.786	186.996	77
186.892	187.309	92
186.893	187.31	61
186.994	187.203	85
186.996	187.207	77
187.099	187.522	97
187.101	187.525	68
187.203	187.42	85
187.207	187.42	77
187.309	187.745	92
187.31	187.745	61
187.42	187.634	85
187.42	187.637	77
187.522	187.966	97
187.525	187.967	68
187.634	187.855	85
187.637	187.855	77
187.745	188.197	92
187.745	188.2	61
187.855	188.081	85
187.855	188.082	77
187.966	188.435	97
187.967	188.439	68
188.081	188.313	85
188.082	188.316	77
188.197	188.68	92
188.2	188.681	61
188.313	188.551	85
188.316	188.553	77
188.435	188.94	97
188.439	188.943	68
188.551	188.807	85
188.553	188.807	77
188.68	189.237	92
188.681	189.238	61
188.807	189.086	85
188.807	189.086	77
188.94	189.604	97
188.943	189.605	68
189.086	189.415	85
189.086	189.605	77
189.237	190.395	92
189.238	190.395	61
189.415	190.395	85
189.604	190.395	97
189.605	190.395	77
189.605	190.395	68
191.683	191.945	73
191.945	193.375	73
191.946	193.86	45
192.215	192.439	85
192.216	193.86	52
192.439	193.86	85
192.44	193.86	57
192.67	192.915	83
192.674	193.86	61
192.915	193.856	83
192.916	193.86	64
193.143	193.374	81
193.143	193.86	69
193.374	193.86	81
193.375	193.86	73
193.601	193.86	80
193.856	195.775	83
193.857	195.775	44
194.095	195.775	53
194.336	195.775	81
194.336	195.775	59
194.574	195.775	61
194.829	195.775	80
194.833	195.775	65
195.067	195.775	71
195.302	195.772	73
195.772	197.684	73
195.775	196.328	83
195.775	197.684	42
196.038	196.268	81
196.04	197.684	49
196.268	196.381	81
196.268	197.684	54
196.328	197.684	83
196.381	196.787	81
196.495	196.73	80
196.499	197.684	57
196.73	196.846	80
196.731	197.684	61
196.787	197.684	81
196.846	197.245	80
196.954	197.185	78
196.958	197.684	66
197.185	197.304	78
197.189	197.684	69
197.245	197.683	80
197.304	197.684	78
197.426	197.684	77
197.683	199.735	80
197.684	199.735	37
197.92	199.735	49
198.098	199.131	68
198.134	198.662	73
198.162	199.735	77
198.165	199.735	53
198.404	199.735	56
198.662	199.516	73
198.663	199.735	61
198.893	199.735	65
199.131	199.735	68
199.516	199.734	73
199.734	201.159	73
199.734	201.644	45
199.996	200.23	85
200	201.644	52
200.23	201.644	85
200.231	201.644	57
200.454	200.699	83
200.458	201.644	61
200.699	201.64	83
200.7	201.644	64
200.931	201.158	81
200.933	201.644	69
201.158	201.644	81
201.159	201.644	73
201.385	201.644	80
201.64	203.5	83
201.641	203.559	44
201.883	203.559	53
202.12	203.44	81
202.12	203.559	59
202.358	203.559	61
202.62	203.559	80
202.621	203.559	65
202.851	203.559	71
203.086	203.559	73
203.44	203.556	81
203.5	203.559	83
203.556	204.28	81
203.558	204.528	42
203.825	204.395	80
204.056	204.528	73
204.057	204.528	78
204.057	204.528	66
204.059	204.528	61
204.059	204.528	69
204.28	204.455	81
204.395	204.525	80
204.455	204.528	81
204.525	205.211	80
204.525	205.473	37
204.745	205.47	78
204.976	205.473	77
204.977	205.473	73
204.977	205.473	65
204.98	205.473	59
204.98	205.473	68
205.211	205.473	80
205.47	205.848	78
205.471	207.622	42
205.848	205.992	78
205.918	207.622	80
205.991	207.349	73
205.992	206.52	78
205.995	207.622	58
205.995	207.622	70
205.995	207.622	66
206.376	207.622	77
206.52	207.622	78
207.349	207.62	73
207.353	207.619	85
207.619	207.882	85
207.62	209.04	73
207.622	209.527	45
207.882	208.109	97
207.882	208.109	85
207.885	209.527	52
208.109	209.527	85
208.109	209.527	97
208.113	209.527	57
208.333	208.585	95
208.337	208.586	83
208.337	209.527	61
208.585	209.524	95
208.586	209.526	83
208.588	209.527	64
208.809	209.037	81
208.812	209.039	93
208.813	209.527	69
209.037	209.527	81
209.039	209.527	93
209.04	209.527	73
209.271	209.527	80
209.271	209.527	92
209.524	211.437	95
209.526	211.438	83
209.526	211.438	44
209.761	211.438	53
209.939	211.438	81
209.971	210.461	85
209.998	211.438	93
209.999	211.438	59
210.247	211.438	61
210.429	211.438	80
210.461	211.438	85
210.499	211.438	92
210.499	211.438	65
210.73	211.438	71
210.968	211.438	73
211.437	213.352	95
211.438	213.352	83
211.438	213.352	42
211.703	211.941	81
211.704	211.942	93
211.704	213.352	49
211.941	213.352	81
211.942	212.336	93
211.942	213.352	54
212.158	212.397	92
212.158	213.352	57
212.336	213.352	93
212.397	213.349	92
212.4	213.352	80
212.401	213.352	61
212.623	212.858	90
212.624	212.858	78
212.624	213.352	66
212.858	213.352	90
212.858	213.352	78
212.858	213.352	69
213.094	213.352	89
213.096	213.352	77
213.349	215.521	92
213.352	213.765	80
213.352	215.521	37
213.587	215.521	49
213.737	214.258	77
213.765	214.293	80
213.796	214.321	85
213.824	215.521	89
213.824	215.521	53
214.073	215.521	56
214.23	215.186	73
214.258	215.521	77
214.293	215.521	80
214.321	215.189	85
214.322	215.521	61
214.559	215.521	65
214.801	215.521	68
215.186	215.4	73
215.189	215.4	85
215.4	215.665	85
215.4	215.665	73
215.403	215.612	45
215.666	215.893	85
215.669	215.893	97
215.669	217.314	52
215.893	217.314	85
215.893	217.314	97
215.896	217.314	57
216.128	216.369	95
216.128	216.372	83
216.129	217.314	61
216.369	217.311	95
216.372	217.31	83
216.372	217.314	64
216.596	216.829	93
216.597	216.828	81
216.597	217.314	69
216.828	217.314	81
216.829	217.314	93
216.83	217.314	73
217.055	217.314	92
217.056	217.314	80
217.31	219.229	83
217.311	219.229	95
217.311	219.229	44
217.555	219.229	53
217.727	219.228	81
217.759	218.248	85
217.79	219.226	93
217.79	219.229	59
218.031	219.229	61
218.217	219.229	80
218.248	219.229	85
218.283	219.229	92
218.283	219.229	65
218.521	219.229	71
218.752	219.229	73
219.226	219.999	93
219.228	219.999	81
219.229	220.268	42
219.498	220.261	80
219.501	220.262	92
219.754	220.268	90
219.754	220.268	85
219.755	220.268	78
219.756	220.268	61
219.757	220.268	69
219.757	220.268	66
219.999	220.268	81
219.999	220.268	93
220.261	221.003	80
220.262	221.003	92
220.264	221.298	37
220.503	221.294	78
220.503	221.297	90
220.748	221.298	89
220.748	221.298	85
220.751	221.298	77
220.751	221.298	65
220.751	221.298	59
220.752	221.298	68
221.003	221.298	92
221.003	221.298	80
221.294	221.805	78
221.297	221.805	90
221.297	223.323	42
221.707	223.323	58
221.734	223.323	61
221.769	223.323	66
221.804	222.373	85
221.805	222.374	90
221.805	222.375	78
221.805	223.323	70
222.225	223.323	77
222.228	223.323	89
222.373	223.323	85
222.374	223.323	90
222.375	223.323	78
223.317	223.498	56
223.318	223.495	52
223.32	224.037	49
223.32	224.037	37
223.405	223.591	61
223.495	223.684	52
223.498	223.684	56
223.499	224.037	48
223.499	224.037	36
223.591	223.776	61
223.684	223.866	56
223.684	223.862	52
223.685	224.037	35
223.687	224.037	47
223.776	223.957	61
223.862	224.037	52
223.866	224.037	56
223.866	224.037	46
223.866	224.037	34
223.957	224.04	61
224.044	224.217	56
224.045	224.216	52
224.045	224.777	45
224.045	224.776	33
224.129	224.304	61
224.216	224.395	52
224.217	224.398	56
224.22	224.573	32
224.22	224.573	44
224.304	224.483	61
224.395	224.573	52
224.398	224.57	56
224.399	224.814	43
224.399	224.814	31
224.483	224.675	61
224.57	224.814	56
224.573	224.814	52
224.573	224.814	44
224.573	224.814	32
224.675	224.814	61
224.772	224.867	54
224.776	224.867	57
224.776	226.247	33
224.777	226.247	45
224.868	225.043	66
224.954	225.134	57
224.955	225.133	54
224.955	226.247	44
224.957	226.247	32
225.043	225.221	66
225.133	225.307	54
225.134	225.311	57
225.136	226.247	43
225.136	226.247	31
225.221	225.402	66
225.307	225.487	54
225.311	225.486	57
225.312	226.247	42
225.312	226.247	30
225.402	225.574	66
225.486	225.669	57
225.487	225.666	54
225.49	226.247	29
225.49	226.247	41
225.574	225.756	66
225.666	225.844	54
225.669	225.84	57
225.669	226.247	40
225.672	226.247	28
225.756	225.935	66
225.84	226.023	57
225.844	226.023	54
225.844	226.247	39
225.844	226.247	27
225.935	226.134	66
226.023	226.247	54
226.023	226.247	57
226.025	226.247	24
226.026	226.247	36
226.134	226.247	66
226.243	226.326	52
226.245	226.33	56
226.246	226.967	25
226.246	226.967	37
226.331	226.51	64
226.414	226.6	56
226.417	226.596	52
226.417	226.967	38
226.418	226.967	26
226.51	226.684	64
226.596	226.778	52
226.6	226.778	56
226.6	226.967	39
226.6	226.967	27
226.684	226.862	64
226.778	226.967	52
226.778	226.967	56
226.779	226.967	28
226.781	226.967	40
226.862	226.967	64
226.952	227.132	50
226.953	227.133	54
226.953	227.314	41
226.953	227.313	29
227.044	227.218	62
227.132	227.311	50
227.133	227.31	54
227.133	227.486	42
227.135	227.488	30
227.218	227.401	62
227.31	227.485	54
227.311	227.485	50
227.313	227.723	29
227.314	227.723	41
227.401	227.59	62
227.485	227.723	50
227.485	227.723	54
227.486	227.723	42
227.488	227.723	30
227.59	227.723	62
227.695	227.779	56
227.695	227.783	52
227.696	228.056	43
227.696	228.056	31
227.783	227.962	61
227.874	228.055	56
227.874	228.052	52
227.876	228.238	32
227.877	228.237	44
227.962	228.143	61
228.052	228.234	52
228.055	228.233	56
228.056	228.43	43
228.056	228.43	31
228.143	228.322	61
228.233	228.43	56
228.234	228.43	52
228.237	228.43	44
228.238	228.43	32
228.322	228.43	61
228.405	228.499	51
228.409	228.5	54
228.409	228.77	33
228.409	228.77	45
228.5	228.682	60
228.592	228.766	54
228.594	228.767	51
228.595	228.951	44
228.598	228.951	32
228.682	228.863	60
228.766	228.949	54
228.767	228.948	51
228.77	229.206	45
228.77	229.206	33
228.863	229.064	60
228.948	229.206	51
228.949	229.206	54
228.951	229.206	32
228.951	229.206	44
229.064	229.206	60
229.172	229.35	61
229.172	229.354	49
229.175	229.354	52
229.176	229.355	37
229.176	230.663	25
229.893	230.663	61
229.894	230.663	57
229.896	230.663	54
229.897	230.663	42
229.897	230.663	49
229.97	230.663	66
230.051	230.663	69
230.124	230.663	73
230.208	230.663	78
230.288	230.663	81
230.369	230.643	85
230.449	230.663	90
230.533	230.663	93
230.643	231.488	92
230.643	231.488	85
230.645	231.488	97
230.645	231.488	52
230.646	231.488	37
230.646	231.488	44
232.609	232.799	63
232.61	232.798	59
232.612	233.337	56
232.613	233.337	44
232.704	232.89	68
232.798	232.98	59
232.799	232.984	63
232.799	233.337	43
232.8	233.337	55
232.89	233.075	68
232.98	233.163	59
232.984	233.165	63
232.984	233.337	54
232.984	233.337	42
233.075	233.256	68
233.163	233.337	59
233.165	233.337	63
233.166	233.337	53
233.166	233.337	41
233.256	233.341	68
233.341	233.516	59
233.344	233.516	63
233.344	234.076	40
233.344	234.076	52
233.428	233.61	68
233.516	233.698	63
233.516	233.698	59
233.519	233.873	51
233.52	233.872	39
233.61	233.782	68
233.698	233.872	59
233.698	233.869	63
233.699	234.114	50
233.7	234.114	38
233.782	233.975	68
233.869	234.114	63
233.872	234.114	59
233.872	234.114	39
233.873	234.114	51
233.975	234.114	68
234.072	234.166	64
234.075	234.167	61
234.076	235.547	52
234.076	235.547	40
234.167	234.343	73
234.254	234.433	61
234.254	234.433	64
234.255	235.547	51
234.258	235.547	39
234.343	234.521	73
234.433	234.609	64
234.433	234.608	61
234.436	235.547	38
234.437	235.547	50
234.521	234.695	73
234.608	234.787	61
234.609	234.787	64
234.611	235.547	49
234.611	235.547	37
234.695	234.875	73
234.787	234.962	64
234.787	234.963	61
234.789	235.547	48
234.79	235.547	36
234.875	235.057	73
234.962	235.141	64
234.963	235.14	61
234.965	235.547	35
234.965	235.547	47
235.057	235.236	73
235.14	235.323	61
235.141	235.323	64
235.144	235.547	46
235.145	235.547	34
235.236	235.435	73
235.323	235.547	64
235.323	235.547	61
235.326	235.547	43
235.326	235.547	31
235.435	235.547	73
235.542	235.626	59
235.545	235.63	63
235.545	236.268	32
235.547	236.268	44
235.63	235.809	71
235.718	235.896	63
235.718	235.899	59
235.718	236.268	45
235.721	236.268	33
235.809	235.984	71
235.896	236.079	63
235.899	236.078	59
235.899	236.268	46
235.899	236.268	34
235.984	236.163	71
236.078	236.268	59
236.079	236.268	63
236.079	236.268	35
236.081	236.268	47
236.163	236.268	71
236.254	236.432	61
236.254	236.431	57
236.255	236.613	48
236.255	236.613	36
